data;setup;nivel;lado;entrada;hora;saida;motivo;pts
2025-04-14;A;ABERTURA;VENDA;128600;09:00;09:00;STOP;-100.00
2025-04-15;A;ABERTURA;COMPRA;129450;09:00;09:09;ALVO;196.67
2025-04-17;A;ABERTURA;VENDA;130855;09:00;09:00;STOP;-100.00
2025-04-22;A;ABERTURA;VENDA;132140;09:00;09:05;STOP+;0.00
2025-04-23;A;ABERTURA;VENDA;134125;09:00;09:00;STOP;-100.00
2025-04-24;A;ABERTURA;VENDA;134785;09:00;09:02;STOP+;0.00
2025-04-25;A;ABERTURA;COMPRA;136745;09:00;09:00;STOP;-100.00
2025-04-28;A;ABERTURA;COMPRA;136890;09:00;09:53;ALVO;196.67
2025-04-29;A;ABERTURA;COMPRA;137265;09:00;10:34;STOP+;0.00
2025-04-30;A;ABERTURA;COMPRA;137155;09:00;09:01;STOP;-100.00
2025-05-02;A;ABERTURA;VENDA;137240;09:00;09:04;STOP+;0.00
2025-05-05;A;ABERTURA;COMPRA;136975;09:00;10:20;STOP+;0.00
2025-05-06;A;ABERTURA;COMPRA;135300;09:00;09:08;ALVO;196.67
2025-05-07;A;ABERTURA;VENDA;136000;09:00;09:00;STOP;-100.00
2025-05-08;A;ABERTURA;VENDA;136400;09:00;09:00;STOP;-100.00
2025-05-09;A;ABERTURA;VENDA;138800;09:00;09:16;ALVO;196.67
2025-05-13;A;ABERTURA;VENDA;138700;09:01;09:40;STOP+;0.00
2025-05-14;A;ABERTURA;COMPRA;140555;09:00;09:16;STOP+;0.00
2025-05-15;A;ABERTURA;COMPRA;139775;09:00;09:01;STOP;-100.00
2025-05-16;A;ABERTURA;COMPRA;140770;09:00;09:00;STOP;-100.00
2025-05-19;A;ABERTURA;COMPRA;140000;09:00;09:01;STOP;-100.00
2025-05-20;A;ABERTURA;VENDA;141300;09:00;09:51;STOP+;0.00
2025-05-21;A;ABERTURA;COMPRA;141270;09:00;09:52;STOP+;0.00
2025-05-22;A;ABERTURA;VENDA;139065;09:00;09:00;STOP;-100.00
2025-05-26;A;ABERTURA;VENDA;139200;09:00;09:00;STOP;-100.00
2025-05-27;A;ABERTURA;VENDA;140020;09:00;09:00;STOP;-100.00
2025-05-28;A;ABERTURA;VENDA;140795;09:00;09:17;STOP+;0.00
2025-05-30;A;ABERTURA;VENDA;139600;09:00;09:00;STOP;-100.00
2025-06-02;A;ABERTURA;COMPRA;138110;09:00;09:01;STOP;-100.00
2025-06-03;A;ABERTURA;COMPRA;137525;09:00;09:00;STOP;-100.00
2025-06-04;A;ABERTURA;VENDA;138650;09:00;09:01;STOP;-100.00
2025-06-05;A;ABERTURA;VENDA;138010;09:00;09:01;STOP;-100.00
2025-06-06;A;ABERTURA;VENDA;137400;09:00;09:39;ALVO;196.67
2025-06-09;A;ABERTURA;VENDA;136775;09:00;09:00;STOP;-100.00
2025-06-10;A;ABERTURA;VENDA;136780;09:00;09:00;STOP;-100.00
2025-06-11;A;ABERTURA;VENDA;137020;09:00;09:01;STOP;-100.00
2025-06-12;A;ABERTURA;COMPRA;136830;09:00;09:00;STOP;-100.00
2025-06-13;A;ABERTURA;COMPRA;137385;09:00;09:00;STOP;-100.00
2025-06-16;A;ABERTURA;VENDA;137600;09:00;09:00;STOP;-100.00
2025-06-17;A;ABERTURA;VENDA;139650;09:00;09:03;STOP+;0.00
2025-06-20;A;ABERTURA;VENDA;141580;09:00;09:01;STOP;-100.00
2025-06-23;A;ABERTURA;VENDA;139695;09:00;09:05;STOP+;0.00
2025-06-24;A;ABERTURA;VENDA;139860;09:00;09:05;ALVO;196.67
2025-06-25;A;ABERTURA;COMPRA;139300;09:00;09:01;STOP;-100.00
2025-06-26;A;ABERTURA;VENDA;138635;09:00;09:05;STOP+;0.00
2025-06-27;A;ABERTURA;VENDA;139600;09:00;09:00;STOP;-100.00
2025-06-30;A;ABERTURA;VENDA;139250;10:21;10:22;STOP;-100.00
2025-07-01;A;ABERTURA;COMPRA;140900;09:00;09:00;STOP;-100.00
2025-07-02;A;ABERTURA;VENDA;141830;09:00;09:01;STOP;-100.00
2025-07-03;A;ABERTURA;VENDA;141160;09:00;09:05;STOP+;0.00
2025-07-04;A;ABERTURA;COMPRA;142675;09:00;09:00;STOP;-100.00
2025-07-07;A;ABERTURA;VENDA;143360;09:00;09:03;ALVO;196.67
2025-07-08;A;ABERTURA;VENDA;141670;09:00;09:00;STOP;-100.00
2025-07-09;A;ABERTURA;VENDA;141280;09:00;09:02;ALVO;196.67
2025-07-11;A;ABERTURA;COMPRA;138100;09:00;09:00;STOP;-100.00
2025-07-14;A;ABERTURA;COMPRA;137370;09:01;09:03;STOP+;0.00
2025-07-15;A;ABERTURA;VENDA;136880;09:56;09:57;STOP;-100.00
2025-07-16;A;ABERTURA;COMPRA;136640;09:00;09:00;STOP;-100.00
2025-07-17;A;ABERTURA;COMPRA;136210;09:00;09:00;STOP;-100.00
2025-07-18;A;ABERTURA;COMPRA;136565;09:00;09:00;STOP;-100.00
2025-07-21;A;ABERTURA;COMPRA;134140;09:03;09:03;STOP;-100.00
2025-07-22;A;ABERTURA;COMPRA;135250;09:00;09:01;STOP;-100.00
2025-07-23;A;ABERTURA;VENDA;135675;09:00;09:02;ALVO;196.67
2025-07-24;A;ABERTURA;COMPRA;136065;09:00;09:00;STOP;-100.00
2025-07-25;A;ABERTURA;COMPRA;134530;09:00;09:05;ALVO;196.67
2025-07-28;A;ABERTURA;COMPRA;134210;09:00;09:00;STOP;-100.00
2025-07-29;A;ABERTURA;VENDA;133150;09:00;09:00;STOP;-100.00
2025-07-30;A;ABERTURA;VENDA;133435;09:00;09:01;STOP;-100.00
2025-07-31;A;ABERTURA;COMPRA;133980;09:00;09:00;STOP;-100.00
2025-08-01;A;ABERTURA;COMPRA;132905;09:00;09:00;STOP;-100.00
2025-08-04;A;ABERTURA;VENDA;133400;09:00;09:01;STOP;-100.00
2025-08-05;A;ABERTURA;COMPRA;132760;09:00;09:00;STOP;-100.00
2025-08-06;A;ABERTURA;VENDA;133760;09:00;09:00;STOP;-100.00
2025-08-07;A;ABERTURA;VENDA;135225;09:00;09:00;STOP;-100.00
2025-08-08;A;ABERTURA;COMPRA;136705;09:00;09:01;STOP;-100.00
2025-08-11;A;ABERTURA;VENDA;136105;09:00;09:00;STOP;-100.00
2025-08-12;A;ABERTURA;VENDA;136335;09:00;09:01;STOP;-100.00
2025-08-14;A;ABERTURA;COMPRA;139480;09:00;09:00;STOP;-100.00
2025-08-15;A;ABERTURA;VENDA;139500;17:09;17:09;STOP;-100.00
2025-08-18;A;ABERTURA;COMPRA;139295;09:00;09:00;STOP;-100.00
