i;data;lado;hora;preco_fecha;preco_meio;atr;incl_hma;curva;concava;incl_ema;folga_banda;dist_hma_ema;barras_colada;estic;n_ret;ret_pts;ret_atr;rng;pav_fav;pav_con;pav_fav_r;pav_con_r;corpo_r;rng_ret;pav_ret_con_r;aceito;i_ent;preco_ent;dur_s;i_sai;preco_sai;pts;mfe;mae;barras;motivo;parcial;data_sai;pav_tot;exaustao;ret_ok;geom_ok;e_prata;e_ouro;nivel;terco
3685;2026-08-24 10:22:18.470;-1;10,366666666666667;172380,0;172330,0;140,8033232347579;0,027842210770129147;0,01502444901299018;True;0,18444642942778555;2,2581989961537636;-0,2581989961538533;0;0,3289909947543483;2;225,0;1,59797364743205;145,0;0,0;45,0;0,0;0,3103448275862069;0,6896551724137931;145,0;0,27586206896551724;True;3686;172430,0;154,601;3690;172130,0;200,0;385,0;0,0;5,0;alvo;True;2026-08-24 10:26:41.729;45,0;False;True;True;True;True;ouro;T2
3766;2026-08-24 10:50:01.234;-1;10,833333333333334;173480,0;173430,0;147,36859499948366;0,025990673296053486;0,00978744189067655;True;0,13117342808891286;2,3194410261224343;-0,31944102612243874;0;0,24053399548922658;2;255,0;1,730355100426203;155,0;0,0;55,0;0,0;0,3548387096774194;0,6451612903225806;160,0;0,34375;True;3767;173530,0;59,108;3768;173630,0;-100,0;45,0;-155,0;2,0;stop;False;2026-08-24 10:51:18.080;55,0;False;True;True;True;True;ouro;T2
3903;2026-08-24 12:49:05.523;-1;12,816666666666666;175580,0;175530,0;146,14705572277595;0,11999672950600421;-0,001739724054417936;False;-0,013275198239220803;3,426739316674681;-1,4267393166747204;0;0,0041453854617144684;2;225,0;1,5395452127807416;180,0;20,0;60,0;0,1111111111111111;0,3333333333333333;0,5555555555555556;125,0;0,2;True;3904;175630,0;1661,555;3914;175330,0;200,0;310,0;-95,0;11,0;alvo;True;2026-08-24 13:22:12.846;80,0;False;True;True;True;True;ouro;T2
4058;2026-08-25 09:14:44.322;-1;9,233333333333333;174665,0;174615,0;152,1741335121349;0,03742919439535042;0,011370070023531907;True;0,16918318421819364;2,4171471027275744;-0,4171471027275959;0;0,3019822152382809;2;230,0;1,511426381683054;190,0;10,0;80,0;0,05263157894736842;0,42105263157894735;0,5263157894736842;135,0;0,14814814814814814;True;4059;174715,0;505,859;4063;174415,0;200,0;360,0;-85,0;5,0;alvo;True;2026-08-25 09:25:01.137;90,0;False;True;True;True;True;ouro;T2
4099;2026-08-25 10:07:16.737;1;10,116666666666667;174565,0;174615,0;146,28188716614008;0,09964733264751226;-0,0288704762728403;False;0,13110265368420876;2,134322673711162;-0,1343226737111105;2;0,016661079297100534;4;420,0;2,8711688653769127;145,0;0,0;45,0;0,0;0,3103448275862069;0,6896551724137931;110,0;0,045454545454545456;True;4100;174515,0;115,921;4102;174815,0;200,0;300,0;0,0;3,0;alvo;True;2026-08-25 10:09:37.328;45,0;False;True;True;True;True;ouro;T2
4129;2026-08-25 10:21:30.490;1;10,35;174765,0;174815,0;142,5550285349118;0,06722512396887051;-0,009419618953428396;False;0,40998244548680424;1,9661524259131338;0,03384757408693003;7;0,46828064205859066;3;365,0;2,560414765801203;165,0;5,0;60,0;0,030303030303030304;0,36363636363636365;0,6060606060606061;130,0;0,19230769230769232;True;4130;174715,0;207,8;4136;175015,0;200,0;355,0;-80,0;7,0;alvo;True;2026-08-25 10:26:04.609;65,0;False;True;True;True;True;ouro;T2
4686;2026-08-26 14:32:23.652;1;14,533333333333333;177805,0;177855,0;142,3317181977995;0,010248856400712344;-0,011181396362975151;False;0,07732391542195179;2,259684219795187;-0,2596842197951029;0;-0,07692455360125436;3;350,0;2,459044297586588;135,0;0,0;35,0;0,0;0,25925925925925924;0,7407407407407407;130,0;0,11538461538461539;True;4687;177755,0;269,43;4688;177655,0;-100,0;0,0;-105,0;2,0;stop;False;2026-08-26 14:41:21.614;35,0;False;True;True;True;True;ouro;T2
4783;2026-08-27 09:20:28.323;1;9,333333333333334;177170,0;177220,0;148,74003034634325;0,10337526226659827;-0,0017402516050607217;False;-0,0987900986329788;2,3185575561497824;-0,318557556149874;0;-0,13637720262192327;2;270,0;1,815247713552977;140,0;0,0;40,0;0,0;0,2857142857142857;0,7142857142857143;145,0;0,1724137931034483;True;4784;177120,0;268,687;4789;177020,0;0,0;225,0;-165,0;6,0;stop_zero;True;2026-08-27 09:25:30.666;40,0;False;True;True;True;True;ouro;T2
4892;2026-08-27 10:37:26.735;1;10,616666666666667;177070,0;177120,0;151,27371901433958;0,15809729900447153;-0,011845119002378227;False;0,5041742029908034;1,8435906181786084;0,1564093818213706;4;0,634279313820036;3;340,0;2,2475814187378487;180,0;5,0;75,0;0,027777777777777776;0,4166666666666667;0,5555555555555556;130,0;0,19230769230769232;True;4893;177020,0;67,195;4896;176920,0;-100,0;55,0;-170,0;4,0;stop;False;2026-08-27 10:39:03.895;80,0;False;True;True;True;True;ouro;T2
4971;2026-08-27 11:31:57.912;-1;11,516666666666667;176570,0;176520,0;149,61912899312736;0,1593387210851137;-0,032924222641308655;False;0,2840817732805494;1,765989744471397;0,23401025552864213;3;0,27165522009150356;4;460,0;3,074473184649603;170,0;10,0;60,0;0,058823529411764705;0,35294117647058826;0,5882352941176471;135,0;0,18518518518518517;True;4972;176620,0;248,457;4975;176720,0;0,0;225,0;-155,0;4,0;stop_zero;True;2026-08-27 11:36:45.592;70,0;False;True;True;True;True;ouro;T2
5009;2026-08-27 12:10:38.270;-1;12,166666666666666;176970,0;176920,0;148,86273919694483;0,23934101621546788;-0,015227133850052522;False;0,36336191406194335;2,800847372183973;-0,8008473721839117;0;0,40053006517346057;3;385,0;2,586275128866509;145,0;0,0;45,0;0,0;0,3103448275862069;0,6896551724137931;105,0;0,0;True;5010;177020,0;52,639;5011;177120,0;-100,0;40,0;-155,0;2,0;stop;False;2026-08-27 12:12:12.134;45,0;False;True;True;True;True;ouro;T2
5012;2026-08-27 12:15:30.628;-1;12,25;177070,0;177020,0;152,88335026066477;0,13223371055397276;-0,021411307669221464;False;-0,10324430472235112;2,172631846104803;-0,17263184610489674;1;-0,14436249320701755;2;215,0;1,406300945350994;175,0;15,0;60,0;0,08571428571428572;0,34285714285714286;0,5714285714285714;195,0;0,46153846153846156;True;5013;177120,0;77,445;5014;177220,0;-100,0;0,0;-155,0;2,0;stop;False;2026-08-27 12:23:45.363;75,0;False;True;True;True;True;ouro;T2
5026;2026-08-27 12:45:49.936;1;12,75;177470,0;177520,0;133,13637006942338;0,24729161421153895;-0,03172106728163964;False;0,5575500798924858;1,4374728869315745;0,5625271130683759;0;0,6956131745335606;3;325,0;2,441106061630869;145,0;5,0;40,0;0,034482758620689655;0,27586206896551724;0,6896551724137931;135,0;0,18518518518518517;True;5027;177420,0;1580,514;5035;177720,0;200,0;355,0;-5,0;9,0;alvo;True;2026-08-27 13:13:33.300;45,0;False;True;True;True;True;ouro;T2
5191;2026-08-28 10:08:18.028;1;10,133333333333333;178545,0;178595,0;154,96924118967036;0,22257407373797575;-0,017102044671866188;False;0,3115290966242794;2,596518255006906;-0,5965182550069295;0;0,3232992279505945;3;365,0;2,3553061058953517;135,0;5,0;30,0;0,037037037037037035;0,2222222222222222;0,7407407407407407;130,0;0,0;True;5192;178495,0;158,104;5198;178795,0;200,0;350,0;-70,0;7,0;alvo;True;2026-08-28 10:11:17.257;35,0;False;True;True;True;True;ouro;T2
5222;2026-08-28 10:19:32.354;-1;10,316666666666666;178645,0;178595,0;137,9192168546116;0,08461089073167481;-0,004318189408724864;False;0,025655838813850654;2,4225687983454876;-0,4225687983454495;0;0,06945795126349884;2;275,0;1,9939208347586035;125,0;10,0;15,0;0,08;0,12;0,8;110,0;0,0;True;5223;178695,0;270,456;5231;178395,0;200,0;355,0;-5,0;9,0;alvo;True;2026-08-28 10:24:14.253;25,0;False;True;True;True;True;ouro;T2
